CustomerKey,First trade,Last trade,Total volume,Number of trade,% bike,% clothing,% accessories
26992,,,,,,,
22471,,,,,,,
13044,,,,,,,
19104,,,,,,,
29338,,,,,,,
23345,,,,,,,
11157,,,,,,,
29200,,,,,,,
28008,,,,,,,
25931,,,,,,,
27430,,,,,,,
21804,,,,,,,
22861,,,,,,,
19888,,,,,,,
20107,,,,,,,
13423,,,,,,,
18663,,,,,,,
29267,,,,,,,
16652,,,,,,,
14563,,,,,,,
13874,,,,,,,
13381,,,,,,,
20724,,,,,,,
17991,,,,,,,
28722,,,,,,,
23626,,,,,,,
27822,,,,,,,
21847,,,,,,,
27785,,,,,,,
24128,,,,,,,
26893,,,,,,,
12515,,,,,,,
12746,,,,,,,
22871,,,,,,,
22298,,,,,,,
16220,,,,,,,
20061,,,,,,,
26892,,,,,,,
29081,,,,,,,
15241,,,,,,,
16632,,,,,,,
22856,,,,,,,
18299,,,,,,,
24865,,,,,,,
29349,,,,,,,
28999,,,,,,,
27035,,,,,,,
26800,,,,,,,
26048,,,,,,,
24766,,,,,,,
24745,,,,,,,
21636,,,,,,,
15536,,,,,,,
25016,,,,,,,
26270,,,,,,,
25209,,,,,,,
26474,,,,,,,
14097,,,,,,,
16586,,,,,,,
15045,,,,,,,
15098,,,,,,,
14152,,,,,,,
25313,,,,,,,
25474,,,,,,,
22688,,,,,,,
22561,,,,,,,
11672,,,,,,,
16380,,,,,,,
19662,,,,,,,
19737,,,,,,,
22790,,,,,,,
20684,,,,,,,
24069,,,,,,,
22685,,,,,,,
29080,,,,,,,
27511,,,,,,,
24382,,,,,,,
25110,,,,,,,
28236,,,,,,,
26636,,,,,,,
27290,,,,,,,
25894,,,,,,,
24312,,,,,,,
23491,,,,,,,
18658,,,,,,,
17837,,,,,,,
17758,,,,,,,
19062,,,,,,,
21836,,,,,,,
25781,,,,,,,
24563,,,,,,,
13228,,,,,,,
13297,,,,,,,
19704,,,,,,,
28376,,,,,,,
26949,,,,,,,
28591,,,,,,,
15132,,,,,,,
15123,,,,,,,
21890,,,,,,,
22922,,,,,,,
13159,,,,,,,
25825,,,,,,,
24053,,,,,,,
11848,,,,,,,
28994,,,,,,,
27204,,,,,,,
26454,,,,,,,
26803,,,,,,,
25956,,,,,,,
24227,,,,,,,
22360,,,,,,,
22237,,,,,,,
19694,,,,,,,
16644,,,,,,,
15773,,,,,,,
14000,,,,,,,
14035,,,,,,,
17853,,,,,,,
20582,,,,,,,
13664,,,,,,,
21821,,,,,,,
18007,,,,,,,
16321,,,,,,,
12554,,,,,,,
14528,,,,,,,
11285,,,,,,,
11229,,,,,,,
11205,,,,,,,
11729,,,,,,,
12545,,,,,,,
11573,,,,,,,
14640,,,,,,,
23269,,,,,,,
23204,,,,,,,
20481,,,,,,,
20526,,,,,,,
17533,,,,,,,
26966,,,,,,,
25744,,,,,,,
15803,,,,,,,
17228,,,,,,,
28902,,,,,,,
27639,,,,,,,
27433,,,,,,,
22724,,,,,,,
21303,,,,,,,
19777,,,,,,,
20501,,,,,,,
29047,,,,,,,
22371,,,,,,,
25349,,,,,,,
16765,,,,,,,
26527,,,,,,,
20341,,,,,,,
14787,,,,,,,
20143,,,,,,,
21543,,,,,,,
21844,,,,,,,
24080,,,,,,,
20827,,,,,,,
13988,,,,,,,
13594,,,,,,,
14745,,,,,,,
12785,,,,,,,
25745,,,,,,,
22862,,,,,,,
23216,,,,,,,
22718,,,,,,,
17497,,,,,,,
17034,,,,,,,
28353,,,,,,,
14854,,,,,,,
15715,,,,,,,
14019,,,,,,,
21221,,,,,,,
23654,,,,,,,
17333,,,,,,,
27679,,,,,,,
23864,,,,,,,
22069,,,,,,,
20474,,,,,,,
18921,,,,,,,
16010,,,,,,,
15202,,,,,,,
14358,,,,,,,
13931,,,,,,,
23476,,,,,,,
19927,,,,,,,
19273,,,,,,,
26380,,,,,,,
22511,,,,,,,
25533,,,,,,,
24129,,,,,,,
11509,,,,,,,
22325,,,,,,,
11803,,,,,,,
12783,,,,,,,
26977,,,,,,,
24653,,,,,,,
22753,,,,,,,
20459,,,,,,,
17565,,,,,,,
25742,,,,,,,
24373,,,,,,,
19972,,,,,,,
23122,,,,,,,
28306,,,,,,,
20153,,,,,,,
25816,,,,,,,
29122,,,,,,,
11722,,,,,,,
27209,,,,,,,
24951,,,,,,,
24401,,,,,,,
23292,,,,,,,
23197,,,,,,,
21799,,,,,,,
21312,,,,,,,
27061,,,,,,,
20498,,,,,,,
14376,,,,,,,
13861,,,,,,,
15245,,,,,,,
17846,,,,,,,
12748,,,,,,,
14968,,,,,,,
28459,,,,,,,
27962,,,,,,,
11821,,,,,,,
20543,,,,,,,
19722,,,,,,,
28489,,,,,,,
28493,,,,,,,
27005,,,,,,,
25594,,,,,,,
24668,,,,,,,
20436,,,,,,,
27902,,,,,,,
22484,,,,,,,
27517,,,,,,,
12582,,,,,,,
24911,,,,,,,
11467,,,,,,,
26712,,,,,,,
25254,,,,,,,
18756,,,,,,,
25147,,,,,,,
24665,,,,,,,
16677,,,,,,,
15945,,,,,,,
27451,,,,,,,
14748,,,,,,,
16017,,,,,,,
14111,,,,,,,
14241,,,,,,,
16397,,,,,,,
19248,,,,,,,
29408,,,,,,,
22557,,,,,,,
26834,,,,,,,
22867,,,,,,,
28754,,,,,,,
23766,,,,,,,
25685,,,,,,,
11137,,,,,,,
17409,,,,,,,
25733,,,,,,,
13334,,,,,,,
11579,,,,,,,
18947,,,,,,,
19738,,,,,,,
28518,,,,,,,
28502,,,,,,,
23334,,,,,,,
23058,,,,,,,
20660,,,,,,,
17677,,,,,,,
20826,,,,,,,
24114,,,,,,,
14685,,,,,,,
21279,,,,,,,
11621,,,,,,,
27386,,,,,,,
27052,,,,,,,
22339,,,,,,,
19804,,,,,,,
14077,,,,,,,
16009,,,,,,,
28986,,,,,,,
17507,,,,,,,
17152,,,,,,,
18665,,,,,,,
18069,,,,,,,
23208,,,,,,,
14620,,,,,,,
16544,,,,,,,
20976,,,,,,,
21073,,,,,,,
20865,,,,,,,
26845,,,,,,,
20978,,,,,,,
22383,,,,,,,
29406,,,,,,,
29376,,,,,,,
22314,,,,,,,
27959,,,,,,,
12518,,,,,,,
12273,,,,,,,
23287,,,,,,,
22999,,,,,,,
23125,,,,,,,
17609,,,,,,,
22487,,,,,,,
26955,,,,,,,
27778,,,,,,,
24219,,,,,,,
11940,,,,,,,
11782,,,,,,,
21551,,,,,,,
16172,,,,,,,
18292,,,,,,,
18283,,,,,,,
23428,,,,,,,
27979,,,,,,,
25637,,,,,,,
24984,,,,,,,
23288,,,,,,,
20274,,,,,,,
18383,,,,,,,
29021,,,,,,,
18915,,,,,,,
27522,,,,,,,
17155,,,,,,,
16014,,,,,,,
26678,,,,,,,
19827,,,,,,,
16577,,,,,,,
12491,,,,,,,
17797,,,,,,,
13665,,,,,,,
17823,,,,,,,
19390,,,,,,,
21098,,,,,,,
28710,,,,,,,
23977,,,,,,,
12029,,,,,,,
11384,,,,,,,
13143,,,,,,,
29098,,,,,,,
24770,,,,,,,
23699,,,,,,,
23270,,,,,,,
20674,,,,,,,
20675,,,,,,,
20653,,,,,,,
17073,,,,,,,
22313,,,,,,,
12117,,,,,,,
29006,,,,,,,
27503,,,,,,,
25355,,,,,,,
27618,,,,,,,
26550,,,,,,,
22725,,,,,,,
23740,,,,,,,
21767,,,,,,,
18874,,,,,,,
18417,,,,,,,
16905,,,,,,,
15919,,,,,,,
21860,,,,,,,
19250,,,,,,,
17884,,,,,,,
19492,,,,,,,
12726,,,,,,,
28453,,,,,,,
19814,,,,,,,
23318,,,,,,,
23081,,,,,,,
17620,,,,,,,
27796,,,,,,,
27878,,,,,,,
16733,,,,,,,
18266,,,,,,,
15253,,,,,,,
26390,,,,,,,
24209,,,,,,,
27426,,,,,,,
25103,,,,,,,
26639,,,,,,,
23052,,,,,,,
23206,,,,,,,
24225,,,,,,,
21708,,,,,,,
20533,,,,,,,
17471,,,,,,,
23083,,,,,,,
15382,,,,,,,
14918,,,,,,,
16714,,,,,,,
26383,,,,,,,
12598,,,,,,,
13786,,,,,,,
26982,,,,,,,
28911,,,,,,,
16837,,,,,,,
12937,,,,,,,
12597,,,,,,,
11411,,,,,,,
15916,,,,,,,
24782,,,,,,,
21334,,,,,,,
21335,,,,,,,
20686,,,,,,,
20699,,,,,,,
20700,,,,,,,
17147,,,,,,,
17659,,,,,,,
17662,,,,,,,
20855,,,,,,,
22495,,,,,,,
29091,,,,,,,
17066,,,,,,,
20267,,,,,,,
19807,,,,,,,
24591,,,,,,,
29118,,,,,,,
28781,,,,,,,
29220,,,,,,,
27379,,,,,,,
26473,,,,,,,
26798,,,,,,,
27652,,,,,,,
24732,,,,,,,
26689,,,,,,,
22085,,,,,,,
21801,,,,,,,
20379,,,,,,,
27656,,,,,,,
17598,,,,,,,
17599,,,,,,,
22545,,,,,,,
27628,,,,,,,
13457,,,,,,,
13937,,,,,,,
19068,,,,,,,
28373,,,,,,,
25472,,,,,,,
24867,,,,,,,
28430,,,,,,,
25772,,,,,,,
12325,,,,,,,
24062,,,,,,,
13539,,,,,,,
12591,,,,,,,
24738,,,,,,,
23016,,,,,,,
20650,,,,,,,
20709,,,,,,,
24186,,,,,,,
21177,,,,,,,
22320,,,,,,,
22416,,,,,,,
26522,,,,,,,
22070,,,,,,,
21243,,,,,,,
18981,,,,,,,
18473,,,,,,,
15270,,,,,,,
19541,,,,,,,
22366,,,,,,,
13757,,,,,,,
13371,,,,,,,
13512,,,,,,,
19251,,,,,,,
17749,,,,,,,
25316,,,,,,,
16022,,,,,,,
27004,,,,,,,
20677,,,,,,,
17608,,,,,,,
17615,,,,,,,
17661,,,,,,,
23903,,,,,,,
23982,,,,,,,
29088,,,,,,,
15025,,,,,,,
16606,,,,,,,
24380,,,,,,,
11747,,,,,,,
26476,,,,,,,
25255,,,,,,,
24822,,,,,,,
23207,,,,,,,
22721,,,,,,,
21164,,,,,,,
21463,,,,,,,
19720,,,,,,,
18382,,,,,,,
20094,,,,,,,
17172,,,,,,,
14027,,,,,,,
28384,,,,,,,
20889,,,,,,,
24574,,,,,,,
11697,,,,,,,
11941,,,,,,,
13534,,,,,,,
13609,,,,,,,
28696,,,,,,,
24739,,,,,,,
23355,,,,,,,
23356,,,,,,,
23082,,,,,,,
21342,,,,,,,
17574,,,,,,,
17617,,,,,,,
17660,,,,,,,
17568,,,,,,,
28405,,,,,,,
22612,,,,,,,
22626,,,,,,,
27867,,,,,,,
29067,,,,,,,
29096,,,,,,,
23014,,,,,,,
27367,,,,,,,
12704,,,,,,,
22632,,,,,,,
28060,,,,,,,
26720,,,,,,,
26345,,,,,,,
27481,,,,,,,
24616,,,,,,,
23271,,,,,,,
18852,,,,,,,
18669,,,,,,,
17602,,,,,,,
14635,,,,,,,
22100,,,,,,,
14001,,,,,,,
21345,,,,,,,
13940,,,,,,,
16187,,,,,,,
20715,,,,,,,
21530,,,,,,,
11557,,,,,,,
22528,,,,,,,
11770,,,,,,,
12445,,,,,,,
12223,,,,,,,
19740,,,,,,,
27582,,,,,,,
27583,,,,,,,
20703,,,,,,,
24184,,,,,,,
23917,,,,,,,
29095,,,,,,,
15131,,,,,,,
16680,,,,,,,
18221,,,,,,,
21573,,,,,,,
15581,,,,,,,
14313,,,,,,,
22418,,,,,,,
11204,,,,,,,
25276,,,,,,,
22792,,,,,,,
19528,,,,,,,
17440,,,,,,,
18933,,,,,,,
19906,,,,,,,
20721,,,,,,,
19079,,,,,,,
19061,,,,,,,
21550,,,,,,,
26364,,,,,,,
11469,,,,,,,
21820,,,,,,,
22529,,,,,,,
27932,,,,,,,
12551,,,,,,,
12400,,,,,,,
18355,,,,,,,
12472,,,,,,,
15997,,,,,,,
16000,,,,,,,
16810,,,,,,,
25606,,,,,,,
23339,,,,,,,
20645,,,,,,,
17614,,,,,,,
23933,,,,,,,
21248,,,,,,,
16705,,,,,,,
27145,,,,,,,
27592,,,,,,,
26136,,,,,,,
17076,,,,,,,
22396,,,,,,,
28231,,,,,,,
24320,,,,,,,
23027,,,,,,,
18822,,,,,,,
24755,,,,,,,
21745,,,,,,,
13858,,,,,,,
23458,,,,,,,
28496,,,,,,,
18623,,,,,,,
11184,,,,,,,
11800,,,,,,,
16019,,,,,,,
16906,,,,,,,
27581,,,,,,,
23059,,,,,,,
17600,,,,,,,
28364,,,,,,,
22515,,,,,,,
29452,,,,,,,
11962,,,,,,,
16175,,,,,,,
17724,,,,,,,
22957,,,,,,,
28213,,,,,,,
13956,,,,,,,
28983,,,,,,,
28811,,,,,,,
27627,,,,,,,
28010,,,,,,,
27248,,,,,,,
27913,,,,,,,
25983,,,,,,,
25024,,,,,,,
21625,,,,,,,
21639,,,,,,,
12074,,,,,,,
18873,,,,,,,
20016,,,,,,,
19012,,,,,,,
21494,,,,,,,
14383,,,,,,,
14786,,,,,,,
20951,,,,,,,
24555,,,,,,,
22498,,,,,,,
22707,,,,,,,
21684,,,,,,,
27832,,,,,,,
25496,,,,,,,
13027,,,,,,,
24754,,,,,,,
23041,,,,,,,
23047,,,,,,,
18651,,,,,,,
22490,,,,,,,
27171,,,,,,,
29094,,,,,,,
29342,,,,,,,
27879,,,,,,,
22321,,,,,,,
15242,,,,,,,
17058,,,,,,,
22206,,,,,,,
21178,,,,,,,
22919,,,,,,,
26741,,,,,,,
15142,,,,,,,
19585,,,,,,,
17317,,,,,,,
11310,,,,,,,
28100,,,,,,,
25195,,,,,,,
24678,,,,,,,
23737,,,,,,,
24226,,,,,,,
21908,,,,,,,
14480,,,,,,,
21237,,,,,,,
18946,,,,,,,
16153,,,,,,,
26095,,,,,,,
14435,,,,,,,
13803,,,,,,,
14932,,,,,,,
21852,,,,,,,
24554,,,,,,,
22512,,,,,,,
27165,,,,,,,
13215,,,,,,,
20638,,,,,,,
16061,,,,,,,
27122,,,,,,,
24760,,,,,,,
23042,,,,,,,
20765,,,,,,,
27141,,,,,,,
25602,,,,,,,
20415,,,,,,,
24599,,,,,,,
23535,,,,,,,
16622,,,,,,,
22309,,,,,,,
21055,,,,,,,
28594,,,,,,,
28242,,,,,,,
27018,,,,,,,
23201,,,,,,,
21938,,,,,,,
21338,,,,,,,
29323,,,,,,,
19686,,,,,,,
15326,,,,,,,
16359,,,,,,,
16457,,,,,,,
17832,,,,,,,
20599,,,,,,,
29405,,,,,,,
20907,,,,,,,
21005,,,,,,,
23634,,,,,,,
16386,,,,,,,
25663,,,,,,,
12100,,,,,,,
12952,,,,,,,
16987,,,,,,,
23015,,,,,,,
23017,,,,,,,
20678,,,,,,,
20647,,,,,,,
17596,,,,,,,
17572,,,,,,,
17573,,,,,,,
24187,,,,,,,
20407,,,,,,,
27990,,,,,,,
28812,,,,,,,
11214,,,,,,,
27749,,,,,,,
26721,,,,,,,
23108,,,,,,,
23712,,,,,,,
20518,,,,,,,
19756,,,,,,,
17126,,,,,,,
21916,,,,,,,
13752,,,,,,,
22812,,,,,,,
28892,,,,,,,
21086,,,,,,,
21127,,,,,,,
25534,,,,,,,
12150,,,,,,,
12905,,,,,,,
20545,,,,,,,
15995,,,,,,,
28509,,,,,,,
27585,,,,,,,
24764,,,,,,,
23035,,,,,,,
23021,,,,,,,
20661,,,,,,,
24203,,,,,,,
24383,,,,,,,
29087,,,,,,,
13005,,,,,,,
25245,,,,,,,
25498,,,,,,,
27396,,,,,,,
28007,,,,,,,
28622,,,,,,,
26555,,,,,,,
25275,,,,,,,
24743,,,,,,,
23157,,,,,,,
23263,,,,,,,
20542,,,,,,,
20409,,,,,,,
21287,,,,,,,
26806,,,,,,,
17560,,,,,,,
15470,,,,,,,
14936,,,,,,,
14826,,,,,,,
15458,,,,,,,
15609,,,,,,,
25530,,,,,,,
28889,,,,,,,
24111,,,,,,,
24762,,,,,,,
20735,,,,,,,
17667,,,,,,,
23902,,,,,,,
23960,,,,,,,
23521,,,,,,,
16729,,,,,,,
16167,,,,,,,
29328,,,,,,,
29235,,,,,,,
26332,,,,,,,
23710,,,,,,,
24626,,,,,,,
23246,,,,,,,
23031,,,,,,,
20522,,,,,,,
28996,,,,,,,
18688,,,,,,,
18343,,,,,,,
26318,,,,,,,
15513,,,,,,,
26682,,,,,,,
15744,,,,,,,
21656,,,,,,,
18884,,,,,,,
14549,,,,,,,
21046,,,,,,,
23755,,,,,,,
22819,,,,,,,
16322,,,,,,,
21521,,,,,,,
17748,,,,,,,
27306,,,,,,,
13547,,,,,,,
12022,,,,,,,
11415,,,,,,,
16836,,,,,,,
25607,,,,,,,
23036,,,,,,,
23056,,,,,,,
23358,,,,,,,
23073,,,,,,,
20654,,,,,,,
17576,,,,,,,
20844,,,,,,,
27137,,,,,,,
11982,,,,,,,
13008,,,,,,,
19617,,,,,,,
21995,,,,,,,
26156,,,,,,,
29189,,,,,,,
28934,,,,,,,
19569,,,,,,,
18717,,,,,,,
14853,,,,,,,
24837,,,,,,,
23581,,,,,,,
19818,,,,,,,
17618,,,,,,,
16900,,,,,,,
22349,,,,,,,
15775,,,,,,,
15522,,,,,,,
15313,,,,,,,
14742,,,,,,,
14850,,,,,,,
24853,,,,,,,
19935,,,,,,,
19513,,,,,,,
19497,,,,,,,
22550,,,,,,,
26872,,,,,,,
25523,,,,,,,
23927,,,,,,,
14175,,,,,,,
11594,,,,,,,
12320,,,,,,,
16752,,,,,,,
20640,,,,,,,
19749,,,,,,,
23338,,,,,,,
23352,,,,,,,
18648,,,,,,,
20755,,,,,,,
17263,,,,,,,
17571,,,,,,,
27140,,,,,,,
27125,,,,,,,
14222,,,,,,,
16170,,,,,,,
28350,,,,,,,
17303,,,,,,,
17075,,,,,,,
16689,,,,,,,
11669,,,,,,,
28968,,,,,,,
11067,,,,,,,
29325,,,,,,,
29026,,,,,,,
29078,,,,,,,
27098,,,,,,,
20328,,,,,,,
18918,,,,,,,
17525,,,,,,,
24939,,,,,,,
21796,,,,,,,
14293,,,,,,,
12303,,,,,,,
24020,,,,,,,
21859,,,,,,,
24126,,,,,,,
27813,,,,,,,
12725,,,,,,,
27812,,,,,,,
13502,,,,,,,
15917,,,,,,,
23032,,,,,,,
23033,,,,,,,
23302,,,,,,,
22997,,,,,,,
23326,,,,,,,
20652,,,,,,,
20853,,,,,,,
24701,,,,,,,
22437,,,,,,,
15730,,,,,,,
15230,,,,,,,
20229,,,,,,,
29331,,,,,,,
24230,,,,,,,
29093,,,,,,,
18745,,,,,,,
21855,,,,,,,
21065,,,,,,,
28585,,,,,,,
25869,,,,,,,
21433,,,,,,,
21934,,,,,,,
19811,,,,,,,
18847,,,,,,,
15533,,,,,,,
14763,,,,,,,
27921,,,,,,,
14257,,,,,,,
19828,,,,,,,
15704,,,,,,,
13498,,,,,,,
17953,,,,,,,
17113,,,,,,,
21663,,,,,,,
17836,,,,,,,
21097,,,,,,,
16323,,,,,,,
20572,,,,,,,
23620,,,,,,,
26998,,,,,,,
26970,,,,,,,
26935,,,,,,,
12049,,,,,,,
18524,,,,,,,
13017,,,,,,,
13597,,,,,,,
17680,,,,,,,
20639,,,,,,,
18949,,,,,,,
19808,,,,,,,
24756,,,,,,,
18649,,,,,,,
20657,,,,,,,
17621,,,,,,,
20707,,,,,,,
28396,,,,,,,
25118,,,,,,,
25056,,,,,,,
23543,,,,,,,
28716,,,,,,,
11676,,,,,,,
11951,,,,,,,
26791,,,,,,,
27674,,,,,,,
28336,,,,,,,
23055,,,,,,,
22126,,,,,,,
22283,,,,,,,
15162,,,,,,,
21906,,,,,,,
21337,,,,,,,
17411,,,,,,,
20105,,,,,,,
18612,,,,,,,
15066,,,,,,,
12496,,,,,,,
18629,,,,,,,
21513,,,,,,,
18025,,,,,,,
23963,,,,,,,
12800,,,,,,,
26891,,,,,,,
13589,,,,,,,
17539,,,,,,,
18948,,,,,,,
28507,,,,,,,
29097,,,,,,,
25081,,,,,,,
23026,,,,,,,
17575,,,,,,,
17597,,,,,,,
23905,,,,,,,
28922,,,,,,,
21372,,,,,,,
28944,,,,,,,
16618,,,,,,,
18728,,,,,,,
28229,,,,,,,
28816,,,,,,,
26515,,,,,,,
25258,,,,,,,
26104,,,,,,,
22546,,,,,,,
21322,,,,,,,
16735,,,,,,,
14571,,,,,,,
28431,,,,,,,
28891,,,,,,,
21117,,,,,,,
27954,,,,,,,
16820,,,,,,,
25617,,,,,,,
27584,,,,,,,
23034,,,,,,,
24065,,,,,,,
28605,,,,,,,
24370,,,,,,,
11269,,,,,,,
27529,,,,,,,
27754,,,,,,,
25988,,,,,,,
26196,,,,,,,
17338,,,,,,,
23090,,,,,,,
20360,,,,,,,
20289,,,,,,,
18672,,,,,,,
18770,,,,,,,
15510,,,,,,,
15541,,,,,,,
16038,,,,,,,
21526,,,,,,,
16602,,,,,,,
16939,,,,,,,
12732,,,,,,,
19042,,,,,,,
11553,,,,,,,
25668,,,,,,,
25773,,,,,,,
12730,,,,,,,
28505,,,,,,,
25614,,,,,,,
23788,,,,,,,
23296,,,,,,,
23018,,,,,,,
23900,,,,,,,
22601,,,,,,,
27179,,,,,,,
23329,,,,,,,
24580,,,,,,,
26386,,,,,,,
25497,,,,,,,
29348,,,,,,,
28012,,,,,,,
27994,,,,,,,
25168,,,,,,,
25043,,,,,,,
21751,,,,,,,
21706,,,,,,,
19637,,,,,,,
26269,,,,,,,
18761,,,,,,,
24487,,,,,,,
16913,,,,,,,
13479,,,,,,,
28440,,,,,,,
16508,,,,,,,
19370,,,,,,,
18020,,,,,,,
26880,,,,,,,
26370,,,,,,,
28909,,,,,,,
12767,,,,,,,
14093,,,,,,,
12399,,,,,,,
19739,,,,,,,
25613,,,,,,,
20750,,,,,,,
24058,,,,,,,
19673,,,,,,,
22147,,,,,,,
25128,,,,,,,
17324,,,,,,,
29210,,,,,,,
28029,,,,,,,
24728,,,,,,,
22967,,,,,,,
19134,,,,,,,
17688,,,,,,,
17408,,,,,,,
25885,,,,,,,
17487,,,,,,,
16715,,,,,,,
13739,,,,,,,
28538,,,,,,,
20840,,,,,,,
29430,,,,,,,
14871,,,,,,,
19813,,,,,,,
23028,,,,,,,
20646,,,,,,,
20793,,,,,,,
27132,,,,,,,
21554,,,,,,,
21376,,,,,,,
13047,,,,,,,
29270,,,,,,,
28972,,,,,,,
25862,,,,,,,
24442,,,,,,,
23890,,,,,,,
14906,,,,,,,
21236,,,,,,,
19871,,,,,,,
20390,,,,,,,
19663,,,,,,,
17395,,,,,,,
16985,,,,,,,
20441,,,,,,,
26074,,,,,,,
13825,,,,,,,
17835,,,,,,,
19372,,,,,,,
19355,,,,,,,
12424,,,,,,,
28501,,,,,,,
27123,,,,,,,
18650,,,,,,,
22892,,,,,,,
22993,,,,,,,
21139,,,,,,,
21196,,,,,,,
19624,,,,,,,
28718,,,,,,,
22911,,,,,,,
22955,,,,,,,
25017,,,,,,,
16614,,,,,,,
17067,,,,,,,
11689,,,,,,,
29272,,,,,,,
29273,,,,,,,
28280,,,,,,,
26779,,,,,,,
26459,,,,,,,
26448,,,,,,,
26519,,,,,,,
21718,,,,,,,
21578,,,,,,,
19806,,,,,,,
22882,,,,,,,
15415,,,,,,,
23553,,,,,,,
17658,,,,,,,
22141,,,,,,,
14476,,,,,,,
14004,,,,,,,
16357,,,,,,,
14817,,,,,,,
17883,,,,,,,
23985,,,,,,,
18029,,,,,,,
27935,,,,,,,
19483,,,,,,,
28738,,,,,,,
11170,,,,,,,
14765,,,,,,,
12794,,,,,,,
23328,,,,,,,
22994,,,,,,,
17148,,,,,,,
26929,,,,,,,
22593,,,,,,,
17296,,,,,,,
21184,,,,,,,
25809,,,,,,,
14069,,,,,,,
11627,,,,,,,
28227,,,,,,,
25914,,,,,,,
25841,,,,,,,
22083,,,,,,,
28341,,,,,,,
15386,,,,,,,
13881,,,,,,,
17219,,,,,,,
20809,,,,,,,
19900,,,,,,,
17931,,,,,,,
22589,,,,,,,
22622,,,,,,,
21839,,,,,,,
20585,,,,,,,
14862,,,,,,,
22499,,,,,,,
25518,,,,,,,
11373,,,,,,,
18943,,,,,,,
19812,,,,,,,
24688,,,,,,,
24761,,,,,,,
23135,,,,,,,
20685,,,,,,,
20693,,,,,,,
20701,,,,,,,
17666,,,,,,,
20846,,,,,,,
27928,,,,,,,
24104,,,,,,,
23961,,,,,,,
22603,,,,,,,
27781,,,,,,,
29090,,,,,,,
26034,,,,,,,
23087,,,,,,,
24208,,,,,,,
11648,,,,,,,
11190,,,,,,,
27505,,,,,,,
26471,,,,,,,
25933,,,,,,,
24511,,,,,,,
23025,,,,,,,
20643,,,,,,,
19020,,,,,,,
16856,,,,,,,
16064,,,,,,,
13835,,,,,,,
15608,,,,,,,
20593,,,,,,,
18636,,,,,,,
27337,,,,,,,
26408,,,,,,,
22815,,,,,,,
26871,,,,,,,
23236,,,,,,,
11182,,,,,,,
11524,,,,,,,
12528,,,,,,,
12138,,,,,,,
11544,,,,,,,
19780,,,,,,,
16011,,,,,,,
28513,,,,,,,
28697,,,,,,,
25600,,,,,,,
20706,,,,,,,
25658,,,,,,,
24709,,,,,,,
22452,,,,,,,
22427,,,,,,,
22502,,,,,,,
23563,,,,,,,
24473,,,,,,,
22002,,,,,,,
29320,,,,,,,
22647,,,,,,,
22504,,,,,,,
27039,,,,,,,
13707,,,,,,,
27457,,,,,,,
26244,,,,,,,
24416,,,,,,,
24642,,,,,,,
21786,,,,,,,
18402,,,,,,,
18087,,,,,,,
19656,,,,,,,
16217,,,,,,,
22026,,,,,,,
13740,,,,,,,
12744,,,,,,,
19249,,,,,,,
16439,,,,,,,
25755,,,,,,,
12601,,,,,,,
19489,,,,,,,
28887,,,,,,,
25688,,,,,,,
17403,,,,,,,
16007,,,,,,,
23382,,,,,,,
23399,,,,,,,
23392,,,,,,,
24189,,,,,,,
24202,,,,,,,
24025,,,,,,,
26038,,,,,,,
28704,,,,,,,
26398,,,,,,,
13157,,,,,,,
18261,,,,,,,
26425,,,,,,,
14674,,,,,,,
22433,,,,,,,
12982,,,,,,,
29218,,,,,,,
23030,,,,,,,
23149,,,,,,,
19700,,,,,,,
20754,,,,,,,
18989,,,,,,,
17607,,,,,,,
15947,,,,,,,
14907,,,,,,,
15745,,,,,,,
15966,,,,,,,
14250,,,,,,,
21547,,,,,,,
13300,,,,,,,
23916,,,,,,,
21043,,,,,,,
20810,,,,,,,
24151,,,,,,,
20964,,,,,,,
13191,,,,,,,
27159,,,,,,,
25619,,,,,,,
29182,,,,,,,
21343,,,,,,,
20858,,,,,,,
27789,,,,,,,
22429,,,,,,,
25635,,,,,,,
20604,,,,,,,
21880,,,,,,,
27708,,,,,,,
16621,,,,,,,
22679,,,,,,,
25260,,,,,,,
24767,,,,,,,
24439,,,,,,,
23133,,,,,,,
18235,,,,,,,
18997,,,,,,,
16994,,,,,,,
15408,,,,,,,
17223,,,,,,,
19281,,,,,,,
23952,,,,,,,
21853,,,,,,,
25806,,,,,,,
13240,,,,,,,
13209,,,,,,,
27134,,,,,,,
23372,,,,,,,
23161,,,,,,,
20252,,,,,,,
18897,,,,,,,
28139,,,,,,,
25814,,,,,,,
27683,,,,,,,
29353,,,,,,,
23293,,,,,,,
21936,,,,,,,
20655,,,,,,,
20408,,,,,,,
20099,,,,,,,
17863,,,,,,,
21703,,,,,,,
18156,,,,,,,
15658,,,,,,,
19330,,,,,,,
24696,,,,,,,
19470,,,,,,,
18033,,,,,,,
21125,,,,,,,
12652,,,,,,,
29472,,,,,,,
23596,,,,,,,
29383,,,,,,,
27334,,,,,,,
11680,,,,,,,
12158,,,,,,,
16067,,,,,,,
28548,,,,,,,
27598,,,,,,,
27692,,,,,,,
23510,,,,,,,
23189,,,,,,,
21152,,,,,,,
17678,,,,,,,
18108,,,,,,,
18060,,,,,,,
16634,,,,,,,
26769,,,,,,,
17281,,,,,,,
27622,,,,,,,
